Id,DocNumber,MetadataSubject,MetadataTo,Metadata From,MetadataDateSent,ExtractedSubject,ExtractedTo,ExtractedFrom,ExtractedBodyText,RawText,Label
2809,C05764521,FREEDOM OF EXPRESSION - UN HUMAN RIGHTS,H,,2009-08-25T04:00:00+00:00,Fw: Freedom of Expression - UN Human Rights,,"Sullivan, Jacob J <SullivanJJ@state.gov>",Fyi.,"UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764521 Date: 07/31/2015
RELEASE IN FULL
From: Sullivan, Jacob J <SullivanJJ@state.gov>
Sent: Tuesday, August 25, 2009 4:04 PM
To:
Subject: Fw: Freedom of Expression - UN Human Rights
Fyi.
From: Koh, Harold Hongju
To: Brimmer, Esther D; Sullivan, Jacob
Sent: Tue Aug 25 14:33:09 2009
Subject: RE: Freedom of Expression - UN Human Rights
Jake: I echo Esther's words. This resolution resulted from yeoman work and sterling inter-bureau
collaboration. This is the best text we can get and it is a necessary step toward moving meaningfully on the
Defamation issue
From: Brimmer, Esther D
Sent: Tuesday, August 25, 2009 12:40 PM
To: Sullivan, Jacob 3
Cc: Koh, Harold Hongju
Subject: Freedom of Expression - UN Human Rights
Jake,
I wanted to update you on two aspects of our work leading up to the September session at the UN Human
Rights Council where the U.S. will be a full member for the first time: 1) freedom of expression (addressed in
this email) and 2) human rights strategy at the UN (in a second email on high side).
First, I'd like to let you know about the successful next step in a strategy we are pursuing at the UN Human
Rights Council to begin to change the dialogue on Freedom of Expression. We think we have developed a
well-balanced text that we can move forward to adoption in the UN HRC's September session. This work
contributes to our long-term effort to improve this UN body. Progress on this issue would help us later as we
address the even more difficult issue of the ""defamation of religions"" about which the Secretary expressed
interest in a Monday senior staff meeting.
An 10-DRL-L-NEA group has been working together to implement the strategy that involves reaching
agreement with the Egyptians on a text that we will roll out late next week with countries in the OIC
(Organization of the Islamic Conference) and the WEOG (Western European and Other Group, our regional
group at the UN).
Experts in L, DRL, 10, and NEA agree that the text protects all USG red lines and offers us a workable
compromise that can secure genuine cross-regional consensus when presented in the Human Rights Council in
September, hopefully avoiding a divisive vote on this issue. US and Egyptian teams also agreed to the
possibility of further cooperation in the UNGA to come to a soft landing on defamation of religions if Cairo and
Washington first succeed in passing the FoE resolution by OIC/WEOG consensus.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764521 Date: 07/31/2015
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764521 Date: 07/31/2015
Esther
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764521 Date: 07/31/2015
",2
3577,C05766283,SORRY TO MISS YOU,H,,2009-09-29T04:00:00+00:00,,,,"Cherie Blair <
Tuesday, September 29, 2009 10:18 AM
H
Huma Abedin
RE: Sorry to miss you
I would love to see you if you have a spare minute let me know. The disability project is going to be run out of the office
next door to the Cherie Blair Foundation for Women so hopefully there is a lot of scope for collaboration","UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05766283 Date: 07/31/2015
RELEASE IN PART
B6
From:
Sent:
To:
Cc:
Subject:
Cherie Blair <
Tuesday, September 29, 2009 10:18 AM
H
Huma Abedin
RE: Sorry to miss you
I would love to see you if you have a spare minute let me know. The disability project is going to be run out of the office
next door to the Cherie Blair Foundation for Women so hopefully there is a lot of scope for collaboration
Original Message
From: H [mailto:HDR22@clintonemail.com]
Sent: 29 September 2009 12:08
To: Cherie Blair
Cc: Huma Abedin
Subject: Re: Sorry to miss you
I really enjoyed my time w our friend and hope we can work together on issues including your project on people w
disabilities. I'm copying Huma who was w me so we can do follow up.
Sorry I didn't see you and had only a few minutes w Tony at the Quartet mtg.
I may be in London later this month and will let you know if that happens. All the best.
B6
Original Message
From: Cherie Blair
To: H
Sent: Sat Sep 26 08:49:39 2009
Subject: Sorry to miss you
But it was great to see Bill on such good form.
My friend from Q really enjoyed your meeting and felt it had gone we'll hope you did too Sent from my HTC Touch Pro
This message has been scanned by MailController - www.MailController.altohiway.com
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05766283 Date: 07/31/2015
",7
3219,C05765650,RAJ SHAH,H,,2009-11-10T05:00:00+00:00,Raj Shah,,"Reines, Philippe I <reinesp@state.gov>","ill Ex-Gates Foundation exec named foreign aid chief
Obama administration picks former Gates Foundation official to run US foreign aid
By MATTHEW LEE
Associated Press
ij 11-10-2009 13:46
11 SINGAPORE (AP) _ The Obama administration will nominate a young former executive with the Bill and
Melinda Gates Foundation to run America's top foreign assistance program, ending months of speculation
and complaints about who would take the vacant post, U.S. officials said Tuesday.
$ President Barack Obama has chosen Rajiv Shah, a medical doctor and currently a senior official at the
Department of Agriculture dealing with food security, to run the U.S. Agency for International
Development, the officials said.
¶ The officials spoke on condition of anonymity pending notification to Congress and a formal public
announcement of the choice.
11 Shah's selection, which must still be confirmed by the Senate, would end a 10-month leadership
vacuum at USAID, which has been operating with an acting director since Obama took office despite his
campaign pledges to have the agency play a greater role in foreign policy.
11 Obama and Secretary of State Hillary Rodham Clinton have said USAID is crucial to deploying their
preferred ""smart power"" foreign policy strategy, which envisions more equal roles for diplomacy and
development alongside defense. They plan to double the amount of foreign aid.
11 The agency will play a key role in the administration's efforts in Afghanistan and Pakistan, where
officials believe the civilian component must be strengthened.
$ But the top job at the agency has remained vacant until now, with several prime candidates'
withdrawing from consideration amid a White House vetting process that Clinton denounced in July as
""ridiculous,"" ""a nightmare,"" and ""frustrating beyond words.""
$ Shah, 36, whose family immigrated to the U.S. from India, is now the Under Secretary for Research,
Education and Economics and Chief Scientist at the Agriculture Department where he manages a budget
of more than $2.6 billion and more than 10,000 staff around the world.
¶ Before that, he had several positions at the Bill and Melinda Gates Foundation, including managing its
$1.5 billion contribution to a global vaccination fund and helping launch the foundation's Global
Development program where he oversaw a $1.3 billion investment portfolio.
The lingering USAID vacancy, particularly after several leading candidates pulled out, had upset
development experts and Congress. Some lawmakers had suggested that Obama choose someone who
had already gone through the vetting process.
¶ Shah fits that bill and has important political credentials, having worked with or for several leading
Democratic politicians.
il","UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765650 Date: 07/31/2015
RELEASE IN FULL
From: Reines, Philippe I <reinesp@state.gov>
Sent: Tuesday, November 10, 2009 2:04 PM
To:
Subject: Raj Shah
ill Ex-Gates Foundation exec named foreign aid chief
Obama administration picks former Gates Foundation official to run US foreign aid
By MATTHEW LEE
Associated Press
ij 11-10-2009 13:46
11 SINGAPORE (AP) _ The Obama administration will nominate a young former executive with the Bill and
Melinda Gates Foundation to run America's top foreign assistance program, ending months of speculation
and complaints about who would take the vacant post, U.S. officials said Tuesday.
$ President Barack Obama has chosen Rajiv Shah, a medical doctor and currently a senior official at the
Department of Agriculture dealing with food security, to run the U.S. Agency for International
Development, the officials said.
¶ The officials spoke on condition of anonymity pending notification to Congress and a formal public
announcement of the choice.
11 Shah's selection, which must still be confirmed by the Senate, would end a 10-month leadership
vacuum at USAID, which has been operating with an acting director since Obama took office despite his
campaign pledges to have the agency play a greater role in foreign policy.
11 Obama and Secretary of State Hillary Rodham Clinton have said USAID is crucial to deploying their
preferred ""smart power"" foreign policy strategy, which envisions more equal roles for diplomacy and
development alongside defense. They plan to double the amount of foreign aid.
11 The agency will play a key role in the administration's efforts in Afghanistan and Pakistan, where
officials believe the civilian component must be strengthened.
$ But the top job at the agency has remained vacant until now, with several prime candidates'
withdrawing from consideration amid a White House vetting process that Clinton denounced in July as
""ridiculous,"" ""a nightmare,"" and ""frustrating beyond words.""
$ Shah, 36, whose family immigrated to the U.S. from India, is now the Under Secretary for Research,
Education and Economics and Chief Scientist at the Agriculture Department where he manages a budget
of more than $2.6 billion and more than 10,000 staff around the world.
¶ Before that, he had several positions at the Bill and Melinda Gates Foundation, including managing its
$1.5 billion contribution to a global vaccination fund and helping launch the foundation's Global
Development program where he oversaw a $1.3 billion investment portfolio.
The lingering USAID vacancy, particularly after several leading candidates pulled out, had upset
development experts and Congress. Some lawmakers had suggested that Obama choose someone who
had already gone through the vetting process.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765650 Date: 07/31/2015
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765650 Date: 07/31/2015
¶ Shah fits that bill and has important political credentials, having worked with or for several leading
Democratic politicians.
il
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765650 Date: 07/31/2015
",0
3001,C05764853,ROS-LEHTINEN AND HAITI,H,,2009-10-16T04:00:00+00:00,Ros-Lehtinen and Haiti,,"Mills, Cheryl D <MillsCD@state.gov>",FYI,"UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764853 Date: 07/31/2015
RELEASE IN FULL
From: Mills, Cheryl D <MillsCD@state.gov>
Sent: Friday, October 16, 2009 10:22 AM
To:
Subject FW: Ros-Lehtinen and Haiti
FYI
From: Simon, Jennifer J
Sent: Friday, October 16, 2009 9:57 AM
To: Curtis, Meghann A
Subject: Ros-Lehtinen and Haiti
IRL said nice things about the UN, Cheryl, and you --
HOUSE OF REPRESENTATIVES
October 15, 2009
Congressional Record
H11434
Volume 155, Issue 149
111th Congress - First Session
The SPEAKER pro tempore. Under a previous order of the House, the gentlewoman from Florida (Ms. Ros-Lehtinen) is
recognized for 5 minutes.
Ms. ROS-LEHTINEN. Mr. Speaker, I rise today to express my longstanding commitment to assist the Haitian people in
their pursuit of a stable, prosperous and democratic future.
During my trip to Haiti, I was reminded of the tremendous challenges facing this island nation. The U.N.'s appointment
of President Clinton as special envoy to Haiti has helped to keep a much-needed spotlight on Haiti. President Clinton's
appointment of Dr. Paul Farmer as the Deputy U.N. Special Envoy for Haiti, adds an invaluable wealth of experience and
knowledge to the U.N.'s work in Haiti.
As a founder of Partners in Health and the Institute for Justice & Democracy in Haiti, Dr. Farmer has demonstrated a
selfless commitment to the advancement of health and democracy in Haiti for the past 20 years. I have witnessed
firsthand Dr. Farmer's dedication to helping improve the lives of those in need.
He has strong south Florida ties. I am proud to call him a friend, along with our mutual friend, Jennie Block, who has also
worked so hard on issues of concern to the Haitian community.
I understand that the conference on the Inter-American Development Bank in Haiti went quite well. I was pleased to see
that the United Nations voted unanimously this week to extend the authorization for the U.N. Mission in Haiti for
another year.
I would also like to take a moment to express my condolences to the families of those who lost their lives in last
weekend's plane crash during a U.N. mission. The U.N. mission in Haiti has helped to play an important role in bringing
security and stability to some of the most dangerous neighborhoods in Haiti. I continue to support its mission and the
many men and women from around the world who work to carry it out.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764853 Date: 07/31/2015
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764853 Date: 07/31/2015
However, it seems that Haiti just can't get to the next step. From assistance to debt relief, from trade benefits to
hurricane recovery, U.S. policy toward Haiti has run the gamut, but it is not achieving the long-term goals that we had
hoped for for the Haitian people and that the Haitian people want for themselves and their nation.
I am pleased to know that our State Department is taking'a closerlook at some of the challenges we are facing in Haiti.
Last week, Secretary Clinton's chief of staff and her point person on Haiti briefed Members on some of the initial
findings of this review.
I am confident that this review will help us to better understand how U.S. assistance to Haiti can be better targeted and
supportive of Haiti's own plans and goals; how assistance within the donor community can be better coordinated; how
the U.S. can better engage the Haitian Diaspora in our assistance efforts; and, finally, how the U.S. can finally make our
assistance sustainable so that outside efforts can ultimately be transferred into the hands of the Haitian government
and its people.
It is crucial that the efforts made by the U.S., the U.N. and others are effectively coordinated to ensure maximum
efficiency and maximum benefit for the people of Haiti. Innovative microcredit and microenterprise programs would
help to empower individuals, create self-reliance and create sustainability at the grassroots level. We should also look at
the very small-scale renewable energy programs for impoverished rural villages and settlements that are not served by
electric grids.
One of the immediate ways we can help the people of Haiti would be to grant temporary protected status to the
Haitians currently living in the U.S. Granting TPS to Haitians is the missing piece of a successful U.S. approach to
supporting the people of Haiti in the short and long term. I will continue to work with my colleagues to encourage the
administration to take this important step.
In addition, I will continue to support Haiti's inclusion in security initiatives, such as the Merida Initiative, to ensure that
the U.S. is doing all we can to help President Preval in his efforts against the narcotraffickers.
Success in Haiti is in the U.S. national security interest, and we must work together to help address the many challenges
we face and that our Caribbean neighbor faces day in and day out.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05764853 Date: 07/31/2015
",0
3287,C05765785,FOLLOW UP,H,,2009-11-16T05:00:00+00:00,Fw: Follow up,,"Mills, Cheryl D <MillsCD@state.gov>","I met with Steve.
We had a good cony and discussed a number of areas of focus, most of which are WI.
Take a look and flag any concerns.
I am going to discuss with Jack this am.
Cdm","UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765785 Date: 07/31/2015
RELEASE IN PART
B5,B6
From: Mills, Cheryl D <MillsCD@state.gov>
Sent: Monday, November 16, 2009 5:38 AM
To:
Cc: Mills, Cheryl D
Subject: Fw: Follow up
I met with Steve.
We had a good cony and discussed a number of areas of focus, most of which are WI.
Take a look and flag any concerns.
I am going to discuss with Jack this am.
Cdm
From: Steve Radelet
To: Mills, Cheryl D
Sent: Sun Nov 15 21:19:29 2009
Subject: Follow up
Hi Cheryl,
Thanks for the meeting on Friday. I am excited about the possibilities. As we discussed, here are some initial
ideas on some of the isssues I might work on. Let me know if this is more-or-less in the right direction -- I am
not quite sure what wold be most helpful. Feel free to drop, add, or otherwise change anything. Anyway, here is
a first shot.
Best,
Steve
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765785 Date: 07/31/2015
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765785 Date: 07/31/2015
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765785 Date: 07/31/2015
",4
3563,C05766249,ARGENTINA,H,,2009-12-17T05:00:00+00:00,Argentina,,"Sullivan, Jacob J <SullivanJJ@state.gov>",On it.,"UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05766249 Date: 08/31/2015
RELEASE IN FULL
From: Sullivan, Jacob J <SullivanJJ@state.gov>
Sent: Thursday, December 17, 2009 5:31 PM
To:
Subject Re: Argentina
On it.
Original Message
From: H <HDR22@clintonemail.com>
To: Sullivan, Jacob J
Sent: Thu Dec 17 17:29:30 2009
Subject: Argentina
The FM just told me that Arturo had been there yesterday and had insulted their country. He was very upset and said I
needed to do damage control. Can you figure out what he's talking about? Thx.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05766249 Date: 08/31/2015
",12
3923,C05767075,A FEW MORE WORDS ON THE DALAI LAMA,H,,2010-02-11T05:00:00+00:00,,,,"Slaughter, Anne-Marie <SlaughterA©state.gov>
Thursday, February 11, 2010 9:42 AM
Sullivan, Jacob .J
A few more words on the Dalai Lama
I never heard the earlier part of this debate
We shd not use our meeting w/ the DL to beat them up, but treat it like we would treat a meeting with a Coptic leader
from Egypt or a Bahai leader from Iran, etc. We have nothing to hide. Let the Chinese make a big issue out of it if they
want to; we will just do what we have always done.
AM","UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05767075 Date: 08/31/2015
RELEASE IN PART
B5
From:
Sent:
To:
Cc:
Subject:
Slaughter, Anne-Marie <SlaughterA©state.gov>
Thursday, February 11, 2010 9:42 AM
Sullivan, Jacob .J
A few more words on the Dalai Lama
I never heard the earlier part of this debate
We shd not use our meeting w/ the DL to beat them up, but treat it like we would treat a meeting with a Coptic leader
from Egypt or a Bahai leader from Iran, etc. We have nothing to hide. Let the Chinese make a big issue out of it if they
want to; we will just do what we have always done.
AM
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05767075 Date: 08/31/2015
",0
3408,C05765989,NPR DOCUMENTS,H,,2009-12-08T05:00:00+00:00,NPR documents,H 1,"Sullivan, Jacob J <SullivanJJ©state.gov>","As I mentioned, you will be receiving a binder of NPR documents tonight. I mischaracterized the structure of the
binder. The cover note is merely an extended table of contents, and behind it are six 2- or 3-pagers on the six major
questions on which they seek your guidance. The papers are technical, and some are easier to read than others, but it is
worth a quick scan tonight before they march through them tomorrow.","UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765989 Date: 08/31/2015
RELEASE IN FULL
From: Sullivan, Jacob J <SullivanJJ©state.gov>
Sent: Tuesday, December 8, 2009 5:39 PM
To: H 1
I
Subject: NPR documents
As I mentioned, you will be receiving a binder of NPR documents tonight. I mischaracterized the structure of the
binder. The cover note is merely an extended table of contents, and behind it are six 2- or 3-pagers on the six major
questions on which they seek your guidance. The papers are technical, and some are easier to read than others, but it is
worth a quick scan tonight before they march through them tomorrow.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05765989 Date: 08/31/2015
",0
3894,C05766978,YEAR END REPORT,H,,2009-12-29T05:00:00+00:00,RE: Year end report,H,"Sullivan, Jacob J <SullivanJJ@state.gov>",Yep. I can't warrant the quality of the outline but I've reserved time this week to plug away on it.,"UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05766978 Date: 08/31/2015
RELEASE IN FULL
From: Sullivan, Jacob J <SullivanJJ@state.gov>
Sent: Tuesday, December 29, 2009 1:23 PM
To: H
Subject: RE: Year end report
Yep. I can't warrant the quality of the outline but I've reserved time this week to plug away on it.
Original Message--
From: H [mailto:HDR22@clintonemail.com]
Sent: Tuesday, December 29, 2009 12:16 PM
To: Sullivan, Jacob J
Subject: Year end report
I feel a little guilty asking about the report but could we get an outline by the weekend?
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05766978 Date: 08/31/2015
",0
3912,C05767021,OUT OF OFFICE AUTOREPLY: ASIAN ARCHITECTURE SPEECH,H,,2009-12-29T05:00:00+00:00,Out of Office AutoReply: Asian architecture speech,H,"Slaughter, Anne-Marie <SlaughterA@state.gov>","I am on travel and will not return to the office until Monday, January 4, 2010. I will be reviewing e-mail intermittently. If
you need immediate assistance contact Marisa McAuliffe by phone at 202-647-2972 or email at mcauliffems@state.gov.","UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05767021 Date: 08/31/2015
RELEASE IN FULL
From: Slaughter, Anne-Marie <SlaughterA@state.gov>
Sent: Tuesday, December 29, 2009 11:03 PM
To: H
Subject: Out of Office AutoReply: Asian architecture speech
I am on travel and will not return to the office until Monday, January 4, 2010. I will be reviewing e-mail intermittently. If
you need immediate assistance contact Marisa McAuliffe by phone at 202-647-2972 or email at mcauliffems@state.gov.
UNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05767021 Date: 08/31/2015
",0
